Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Treasury Board and Finance,2014,Director of Maintenance,Senior Manager,115698.61,1850,33147.48,0
Treasury Board and Finance,2014,Dpty Superintendent Pension,Executive Manager 1,147624.27,1850,40389.51,0
Treasury Board and Finance,2014,Director Fin and Property,Senior Manager,129315.33,1850,37263.01,0
Treasury Board and Finance,2014,Dir Investment and Debt Acctg,Senior Manager,129686.13,1850,36440.2,0
Treasury Board and Finance,2014,Chief Economist & Exec Dir,Executive Manager 1,133459.35,1850,37187.04,0
Treasury Board and Finance,2014,"Director, Performance Reportin",Senior Manager,115698.61,1850,33147.48,0
Treasury Board and Finance,2014,Senior Tax Policy Manager,Senior Manager,129686.13,1850,36440.2,0
Treasury Board and Finance,2014,ADM Strategic Bus Serv,Executive Manager 2,153485.07,30318.67,7463.3,0
Treasury Board and Finance,2014,Health Management Consultant,Manager,104233.45,1850,30447.99,0
Treasury Board and Finance,2014,Manager Unclaimed Property,Manager,104233.45,1950,29420.47,0
Treasury Board and Finance,2014,Sr Mgr Corporate Tax Audit,Senior Manager,116997.31,1850,32762,0
Treasury Board and Finance,2014,ADM FSRP,Executive Manager 2,178303.96,1850,46737.73,0
Treasury Board and Finance,2014,Sr Mgr Commodity Tax Audit,Senior Manager,111488.79,1850,32154.06,0
Treasury Board and Finance,2014,Manager Infrastructure,Manager,104233.45,1850,30447.99,0
Treasury Board and Finance,2014,Labour Relations  Consultant,Senior Manager,115698.61,1850,31565.44,0
Treasury Board and Finance,2014,Sr Mgr Commodity Tax Audit,Senior Manager,115698.61,1850,33147.48,0
Treasury Board and Finance,2014,Pilot,Manager,104233.45,10905.91,19658.18,0
Treasury Board and Finance,2014,"Dir, Professional Practice",Senior Manager,127073.98,1850,36248.46,0
Treasury Board and Finance,2014,Organizational Learning Consul,Manager,106477.76,1850,30938.38,0
Treasury Board and Finance,2014,"Director, Health Practices",Senior Manager,115698.61,1850,33147.48,0
Treasury Board and Finance,2014,Workplace Health Consultant,Manager,103811.13,1850,30347.32,0
Treasury Board and Finance,2014,LTDI Plans Manager,Manager,104233.45,2200,29420.47,0
Treasury Board and Finance,2014,Workplace Health Consultant,Manager,104233.45,1850,29127.97,0
Treasury Board and Finance,2014,Dir-OSI,Senior Manager,129686.13,2150,35770.96,0
Treasury Board and Finance,2014,Executive Director,Executive Manager 1,124099.96,1850,33802.83,0
Treasury Board and Finance,2014,Manager Planning,Manager,104233.45,1850,29686.35,0
Treasury Board and Finance,2014,Talent Acquisition Advisor,Manager,104233.45,2200,29778.75,0
Treasury Board and Finance,2014,"Director, HR Operations",Senior Manager,111275.95,1850,30786.92,0
Treasury Board and Finance,2014,Dir Financial Plan and Budget,Senior Manager,120685.66,1850,33649.6,0
Treasury Board and Finance,2014,Exec Dir Financial Acct/Stand,Executive Manager 1,159591.61,1850,43112.75,0
Treasury Board and Finance,2014,Talent Acquisition Advisor,Manager,104233.45,1850,29778.75,0
Treasury Board and Finance,2014,Chief Internal Auditor,Executive Manager 2,192470.73,1850,50081.81,0
Treasury Board and Finance,2014,"Mgr.,Rev. Forecast&Fed.ProRel.",Senior Manager,129686.13,1850,36440.2,0
Treasury Board and Finance,2014,Senior Risk Analyst,Manager,103127.89,1850,30186.29,0
Treasury Board and Finance,2014,"Director, GoA Learning Centre",Senior Manager,104051.3,1850,30373.31,0
Treasury Board and Finance,2014,Asst. Comm. Labour and Employ,Executive Manager 2,165461.66,20751.93,44065.46,93394
Treasury Board and Finance,2014,Benefits Consultant,Manager,104233.45,1850,30213.13,0
Treasury Board and Finance,2014,Asst. Comm. Dir. Culture,Manager,103024.28,1850,30213.13,0
Treasury Board and Finance,2014,Dir. Audit Operations,Senior Manager,111893.14,1850,32249.24,0
Treasury Board and Finance,2014,Director Corporate Tax Audit,Senior Manager,136727.02,1850,37451.83,0
Treasury Board and Finance,2014,"Director, Financing",Senior Manager,131010.03,1850,36508.4,0
Treasury Board and Finance,2014,Executive Director,Executive Manager 1,129460.98,1850,35064.83,0
Treasury Board and Finance,2014,Labour Relations Consultant,Senior Manager,115698.53,1850,31827.46,0
Treasury Board and Finance,2014,"Director, Labour Relations",Senior Manager,127693.98,1850,34648.79,0
Treasury Board and Finance,2014,Chief Advisor on Negotiations,Senior Official,267932.91,9788.64,3894.98,0
Treasury Board and Finance,2014,Labour Relations Consultant,Senior Manager,106118.43,1850,30542.75,0
Treasury Board and Finance,2014,Dir Debt Oper & Corp Finance,Senior Manager,125752.97,1850,33968.56,0
Treasury Board and Finance,2014,Pilot/Safety Officer,Manager,108408.36,11405.91,33563.15,0
Treasury Board and Finance,2014,Pension Compliance Manager,Manager,104233.45,1850,28893.11,0
Treasury Board and Finance,2014,"ADM, Economics & Fiscal Policy",Executive Manager 2,150863,1850,40625.08,0
Treasury Board and Finance,2014,Chief Strategy Officer,Senior Official,210850.2,10319.28,53680.32,0
Treasury Board and Finance,2014,Sr Mgr Corporate Tax Audit,Senior Manager,105109.65,1850,31034.1,0
Treasury Board and Finance,2014,Senior Policy Advisor,Senior Manager,113851.28,1850,32710.19,0
Treasury Board and Finance,2014,"Director, Project Mgt/ Support",Senior Manager,106640.37,1665,31013.44,0
Treasury Board and Finance,2014,Executive Director HR Services,Executive Manager 1,142665.18,1850,39218.79,0
Treasury Board and Finance,2014,Dir Financial Reporting,Senior Manager,129686.13,1850,35412.68,0
Treasury Board and Finance,2014,Ass. Dir. OSI USer Supports,Senior Manager,104806.21,1850,28918.65,0
Aboriginal Relations,2013,Director Land Claims,Senior Manager,122419.62,0,30849.14,0
Aboriginal Relations,2013,Fin. Account & Issues Mgr,Manager,101668.19,0,25849.12,0
Aboriginal Relations,2013,ADM Abr Women Initiative & Res,Executive Manager 2,158863.94,0,42439.96,0
Aboriginal Relations,2013,"Mgr, Statistics and Research",Manager,102677.2,3942.59,26061.25,0
Aboriginal Relations,2013,"Sr. Advisor, Regulatory Issues",Senior Manager,118851.84,0,30446.91,0
Aboriginal Relations,2013,Metis Sett Land Registrar,Senior Manager,117023.25,0,29539.55,0
Aboriginal Relations,2013,ADM FNMR,Executive Manager 2,168989.36,0,46269.57,0
Aboriginal Relations,2013,Mgr Negotiation Support,Manager,102378.93,0,26623.7,0
Aboriginal Relations,2013,Director FNDF,Senior Manager,125626.08,0,32052.32,0
Aboriginal Relations,2013,Consultation Manager,Manager,102739.78,0,27134.64,0
Aboriginal Relations,2013,"Dir, Ab Economic Partnerships",Senior Manager,120297.07,0,31077.97,0
Aboriginal Relations,2013,Manager Program Coordination,Manager,102659.63,6000,26359.04,0
Aboriginal Relations,2013,Exec Dir Metis Relations,Executive Manager 1,157304.68,0,41133.11,0
Aboriginal Relations,2013,Exec Dir First Nations Relns,Executive Manager 1,146079.52,0,38142.8,0
Aboriginal Relations,2013,Dir Aboriginal Consultation,Senior Manager,119311.45,0,30870.5,0
Aboriginal Relations,2013,"Dir, Intergov Rel & Policy",Senior Manager,127611.96,0,31797.44,0
Aboriginal Relations,2013,Consultation Manager,Manager,102344.63,0,27385.93,0
Aboriginal Relations,2013,Director Projects and Research,Senior Manager,114040.68,6000,29762.94,0
Aboriginal Relations,2013,Exec Director Northern Dev,Executive Manager 1,136978.2,6000,35003.9,0
Aboriginal Relations,2013,Mgr Organizational Liaison,Manager,102739.81,10787.69,2156.18,0
Aboriginal Relations,2013,Exec Dir Policy and Planning,Executive Manager 1,156787.94,23905.43,41959.74,0
Aboriginal Relations,2013,Exec Assist to the Minister,Executive Assistant,114559.64,4827.48,28578.61,0
Aboriginal Relations,2013,"Manager, Urban Initiatives",Manager,103245.54,0,27482.74,0
Aboriginal Relations,2013,"Director, Metis Relations",Senior Manager,112196.86,0,28542.13,0
Aboriginal Relations,2013,Mgr Div Oper and Coord,Manager,102739.78,0,25822.81,0
Aboriginal Relations,2013,"Dir, Aboriginal Initiatives",Senior Manager,110698.12,0,27404.32,0
Aboriginal Relations,2013,Senior Advisor,Senior Manager,127827.7,24344.9,32336.35,0
Aboriginal Relations,2013,Exec Dir Abor Consultation,Executive Manager 1,133529.45,0,31595.57,0
Aboriginal Relations,2013,"Director, Metis Relations",Senior Manager,116121.95,0,30108.69,0
Aboriginal Relations,2013,Tribunal Secretary,Senior Manager,127827.7,0,32661.08,0
Aboriginal Relations,2013,ADM Consult and Land Claims,Executive Manager 2,240189.85,3695.23,6436.31,0
Aboriginal Relations,2013,"Director, Corp Plan & Research",Senior Manager,111240.07,0,29128.4,0
Aboriginal Relations,2013,Executive Assistant to the DM,Senior Manager,111810.2,0,27981.05,0
Aboriginal Relations,2013,Deputy Minister,Senior Official,274104.74,0,86495.93,0
Aboriginal Relations,2013,"Manager, Consultation Policy",Senior Manager,113363.53,19404.2,29520.04,0
Agriculture and Rural Development,2013,Strategic & Project Man. Advsr,Manager,108788.88,0,27834.69,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,119446.31,2247.76,30899.31,0
Agriculture and Rural Development,2013,FOIP Coordinator,Manager,102641.67,0,26374.79,0
Agriculture and Rural Development,2013,Dairy Research Scientist,Scientific 5,120281.46,0,25669.31,0
Agriculture and Rural Development,2013,"Manager, Emergency Planning",Senior Manager,109321.39,10400,28769.89,0
Agriculture and Rural Development,2013,Ag Education Coordinator,Education 1,100352.72,0,20853.31,0
Agriculture and Rural Development,2013,Branch Head Tech and Innovat,Senior Manager,127827.7,2458.23,32661.08,0
Agriculture and Rural Development,2013,Head Safe Food Systems Section,Senior Manager,106435.17,0,28068.39,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,125205.31,0,32109.28,0
Agriculture and Rural Development,2013,Pulse & Special Crops Res Sci,Scientific 5,120281.46,0,25669.31,0
Agriculture and Rural Development,2013,Beef Research Scientist,Scientific 5,120281.46,0,25669.31,0
Agriculture and Rural Development,2013,Executive Director HR Services,Executive Manager 1,157304.68,0,42144.25,0
Agriculture and Rural Development,2013,Monogastrics Research Scientis,Scientific 5,120281.46,8901.47,25669.31,0
Agriculture and Rural Development,2013,Head Irrigation Mgmt Branch,Senior Manager,114040.68,0,29762.94,0
Agriculture and Rural Development,2013,Senior Policy Advisor,Executive Manager 1,153855.24,30351.25,4642.8,0
Agriculture and Rural Development,2013,"Head, Chemistry",Senior Manager,112127.56,0,28802.99,0
Agriculture and Rural Development,2013,"Branch Head, AFLB",Senior Manager,122781.21,0,29960.88,0
Agriculture and Rural Development,2013,Meat Inspector,Technologies 4,102627.5,10585.72,26042.79,0
Agriculture and Rural Development,2013,Performance Measures Manager,Manager,104478.33,0,27718.69,0
Agriculture and Rural Development,2013,"Executive Director, E&C Div.",Executive Manager 1,133531.01,0,32255.49,0
Agriculture and Rural Development,2013,Executive Director,Executive Manager 1,145312.89,7548.39,37182.76,0
Agriculture and Rural Development,2013,Assistant Deputy Minister,Executive Manager 2,165983.75,5437.77,45200.92,0
Agriculture and Rural Development,2013,Manager Horse Programs,Manager,102739.78,8219.19,5953.07,0
Agriculture and Rural Development,2013,Exec. Dir. Crop Res. & Ext.,Executive Manager 1,124154.13,0,31878.85,0
Agriculture and Rural Development,2013,"Branch Head, Program Delivery",Senior Manager,114040.68,482.78,29762.94,0
Agriculture and Rural Development,2013,Executive Director,Executive Manager 1,125836.74,0,32240.77,0
Agriculture and Rural Development,2013,"Manager, Land Use Policy",Manager,102556.52,0,27347.57,0
Agriculture and Rural Development,2013,Res Scientist-Pulse Pathology,Scientific 5,120281.46,0,22246.86,0
Agriculture and Rural Development,2013,"Executive Director, PSIA",Executive Manager 1,117988.23,0,30593.82,0
Agriculture and Rural Development,2013,Enviromental Programs Manager,Manager,101067.41,0,26100.37,0
Agriculture and Rural Development,2013,Manager of Inspection Services,Manager,102460.55,0,28539.99,0
Agriculture and Rural Development,2013,Veterinary Pathologist,Veterinarian Level 3,130650,0,27527.41,0
Agriculture and Rural Development,2013,Team Lead Int Relations,Manager,102693.23,3290.25,25469.6,0
Agriculture and Rural Development,2013,Research Scientist,Scientific 4,105042.29,0,22679.19,0
Agriculture and Rural Development,2013,Livestock Welfare Research Sci,Scientific 4,112101.08,0,24135.1,0
Agriculture and Rural Development,2013,"Manager, Access to Capital",Manager,102739.78,0,27385.93,0
Agriculture and Rural Development,2013,Dir.Workplace Health & Safety,Senior Manager,110864.13,0,28619.83,0
Agriculture and Rural Development,2013,Assistant Deputy Minister,Executive Manager 2,181970.46,2054.62,50500.63,0
Agriculture and Rural Development,2013,"Manager, Strategic Services",Senior Manager,114040.68,200,29762.94,0
Agriculture and Rural Development,2013,"General Manager, AEPA",Manager,101068.38,0,26023.4,0
Agriculture and Rural Development,2013,Farmers' Advocate,Executive Manager 1,196631.01,0,5425.13,0
Agriculture and Rural Development,2013,"Director, Bus Plan & Perf Rep",Senior Manager,104864.15,0,26578.22,0
Agriculture and Rural Development,2013,"Station Director, CDC South",Senior Manager,104320.38,0,27029.68,0
Agriculture and Rural Development,2013,Technology Develop Engineer,Engineering & Related Level 2,103796.68,0,22277.15,0
Agriculture and Rural Development,2013,"Manager, Projects and Policy",Manager,102739.78,0,27385.93,0
Agriculture and Rural Development,2013,"Manager, Rural Water Program",Senior Manager,127827.7,5855.66,32661.08,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,105015.84,0,27861.18,0
Agriculture and Rural Development,2013,Senior Policy Advisor,Executive Manager 1,139466.97,0,34131.67,0
Agriculture and Rural Development,2013,Senior Programs Manager,Senior Manager,127827.7,0,32661.08,0
Agriculture and Rural Development,2013,"Director, Fin Plan & Policy",Senior Manager,104162.33,0,26674.69,0
Agriculture and Rural Development,2013,"Section Head,Livestock Welfare",Senior Manager,110133.81,0,29155.06,0
Agriculture and Rural Development,2013,Senior Manager,Senior Manager,127827.7,10127.9,32661.08,0
Agriculture and Rural Development,2013,Operations Branch Head,Senior Manager,127827.7,0,31974.68,0
Agriculture and Rural Development,2013,Process Operations Manager,Manager,102739.78,10780.32,25617.39,0
Agriculture and Rural Development,2013,Bus Development Specialist,Manager,102739.78,1975.77,27385.93,0
Agriculture and Rural Development,2013,Senior Policy Advisor,Senior Manager,126455.14,2379.66,32371.91,0
Agriculture and Rural Development,2013,Research Scientist,Scientific 5,120281.46,0,20967.84,0
Agriculture and Rural Development,2013,Executive Director,Executive Manager 1,157304.68,3025.09,42144.25,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,119257.53,0,30858.67,0
Agriculture and Rural Development,2013,Assistant Deputy Minister,Executive Manager 2,176137.39,0,48443,0
Agriculture and Rural Development,2013,Senior Financial Officer,Executive Manager 1,149027.17,2777.78,38847.04,0
Agriculture and Rural Development,2013,Research Scientist,Scientific 4,105891.22,0,22824.2,0
Agriculture and Rural Development,2013,Executive Director Animal Hlth,Executive Manager 1,161703.81,0,43003.22,0
Agriculture and Rural Development,2013,Water Management Engineer,Engineering & Related Level 2,103796.68,0,22531.69,0
Agriculture and Rural Development,2013,Senior Economist,Manager,102739.78,0,25479.61,0
Agriculture and Rural Development,2013,Senior Research Scientist,Senior Manager,127827.7,0,3637.8,0
Agriculture and Rural Development,2013,"Manager, Field Offices",Senior Manager,125147.56,0,31789.96,0
Agriculture and Rural Development,2013,Manager Programs,Manager,101317.84,0,27087.21,0
Agriculture and Rural Development,2013,"Head, Irrigation Secretariat",Senior Manager,127827.7,2254.79,26168.11,0
Agriculture and Rural Development,2013,Executive Director,Executive Manager 1,80046.89,63335.57,22644.34,114975.5
Agriculture and Rural Development,2013,Division Veterinarian/Proj Mgr,Senior Manager,54036.6,13052.04,16354.61,119399.82
Agriculture and Rural Development,2013,"Head, Safe Food Branch",Senior Manager,149559.31,0,37705.23,0
Agriculture and Rural Development,2013,Sr Mgr Rural Init and Research,Senior Manager,123099.07,11582.53,8105.87,0
Agriculture and Rural Development,2013,Senior Dev. Officer - Sheep,Manager,102739.78,724.36,27385.93,0
Agriculture and Rural Development,2013,Plant Path. Research Scientist,Senior Manager,127827.7,5604.76,5994,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,114040.68,0,29762.94,0
Agriculture and Rural Development,2013,"Research Scientist, Plant Path",Scientific 5,120281.46,0,25669.31,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,114040.68,0,29762.94,0
Agriculture and Rural Development,2013,Investment Attraction Manager,Manager,102739.78,12045.62,27385.93,0
Agriculture and Rural Development,2013,Watershed Management Engineer,Engineering & Related Level 2,103796.68,250,22531.69,0
Agriculture and Rural Development,2013,Sr Mgr Livestock Research Br,Senior Manager,115780.17,0,30127.69,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,109134.88,0,28731.53,0
Agriculture and Rural Development,2013,Bus Devel/Health & Safety Man.,Senior Manager,106511.4,0,27917.04,0
Agriculture and Rural Development,2013,Head Agri-Enviro Mgmt Branch,Senior Manager,120295.32,6460.72,31077.71,0
Agriculture and Rural Development,2013,Plant Breeder,Scientific 5,122169.24,0,25895.23,0
Agriculture and Rural Development,2013,Senior Production Economist,Manager,102739.78,0,26699.53,0
Agriculture and Rural Development,2013,"Head, Water Quality Section",Senior Manager,112701.95,2621.36,27892.64,0
Agriculture and Rural Development,2013,Branch Head,Manager,102739.78,2170.35,26772.74,0
Agriculture and Rural Development,2013,Veterinary Epidemiologist,Veterinarian Level 3,130646.88,0,26694.89,0
Agriculture and Rural Development,2013,Veterinary Toxicologist,Veterinarian Level 3,130650,0,27527.41,0
Agriculture and Rural Development,2013,"Manager, Science Policy",Manager,101067.67,1901.92,22251.84,0
Agriculture and Rural Development,2013,Deputy Minister,Senior Official,166571.34,57420.94,7619.12,0
Agriculture and Rural Development,2013,"Lead, AOPA",Engineering & Related Level 4,116589.2,0,24911.77,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,123068.47,150,31641.98,0
Agriculture and Rural Development,2013,Deputy Minister,Senior Official,211064.14,1839.07,60987.38,0
Agriculture and Rural Development,2013,Lead Land Use Section,Senior Manager,114040.68,2193.09,29762.94,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,123907.54,150,31837.06,0
Agriculture and Rural Development,2013,Bio-Industrial Engineer,Engineering & Related Level 2,103796.68,0,21219.86,0
Agriculture and Rural Development,2013,Senior Development Officer,Manager,102739.78,0,27385.93,0
Agriculture and Rural Development,2013,Investment Attraction Manager,Manager,102322.16,4504.74,26611.38,0
Agriculture and Rural Development,2013,Commercialization Manager,Manager,102739.78,0,27385.93,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,114432.83,0,29356.26,0
Agriculture and Rural Development,2013,Team Lead East Asia/EU,Senior Manager,114040.68,16140.25,6343.44,0
Agriculture and Rural Development,2013,Surveillance Veterinarian,Veterinarian Level 3,129090.8,0,25368.56,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,118155.19,0,33954.12,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,109606.64,0,27819.07,0
Agriculture and Rural Development,2013,Section Head,Senior Manager,111197.53,0,28153.63,0
Agriculture and Rural Development,2013,Feed Scientist,Scientific 4,112101.08,0,23374.08,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,104636.51,0,27782.58,0
Agriculture and Rural Development,2013,General Manager,Executive Manager 1,122320.81,714.37,31503.4,0
Agriculture and Rural Development,2013,"HR Manager, ALMA",Manager,102739.78,0,25479.61,0
Agriculture and Rural Development,2013,"Branch Head, AH Branch & DCPV",Senior Manager,151503.18,10500,40076.66,0
Agriculture and Rural Development,2013,AOPA Engineer,Engineering & Related Level 2,103796.68,0,22531.69,0
Agriculture and Rural Development,2013,Project Manager,Engineering & Related Level 2,103796.68,0,21520.55,0
Agriculture and Rural Development,2013,"Lead, Basin Water Management",Manager,101067.67,0,26691.09,0
Agriculture and Rural Development,2013,Barley Breeder,Scientific 4,112101.08,0,24135.1,0
Agriculture and Rural Development,2013,Soil/Water Research Scientist,Scientific 4,112101.08,0,24135.1,0
Agriculture and Rural Development,2013,"Unit Head, Pulse Crops",Manager,102693.3,1808.12,27376.34,0
Agriculture and Rural Development,2013,"Section Head, Animal Health Pg",Senior Manager,135402.62,1692.55,34380.58,0
Agriculture and Rural Development,2013,Veterinary Epidemiologist,Veterinarian Level 3,100785.65,0,21947.67,0
Agriculture and Rural Development,2013,"Branch Head, Investment Att Br",Senior Manager,125205.31,0,32109.28,0
Agriculture and Rural Development,2013,Project Manager,Engineering & Related Level 4,116589.2,0,24911.77,0
Agriculture and Rural Development,2013,"Director, Financial Adv. Srvs.",Senior Manager,104522.94,730.77,27758.84,0
Agriculture and Rural Development,2013,Bus Development Specialist,Manager,102062.95,0,26821.91,0
Agriculture and Rural Development,2013,Manager Technical Services,Manager,45442.59,14448.09,12683.77,101459.49
Agriculture and Rural Development,2013,Section Head - Pathology,Senior Manager,142550.72,2763.6,36885.32,0
Agriculture and Rural Development,2013,Manager Corporate Affairs,Senior Manager,114040.68,0,29762.94,0
Agriculture and Rural Development,2013,Senior Manager,Senior Manager,127827.7,0,31349.25,0
Agriculture and Rural Development,2013,Export Market Dev Manager,Manager,102382.5,0,27310.77,0
Agriculture and Rural Development,2013,Section Head-Epidemiology Sect,Senior Manager,131971.92,0,32535.27,0
Agriculture and Rural Development,2013,"Strat Dir, R & I Strategy",Executive Manager 1,157304.68,0,42144.25,0
Agriculture and Rural Development,2013,"Food Scientist, Meat",Scientific 5,120281.46,2057.87,25669.31,0
Agriculture and Rural Development,2013,"Mgr, Financial Sys & Controls",Manager,102739.78,3951.54,26699.53,0
Agriculture and Rural Development,2013,Surveillance Veterinarian,Veterinarian Level 3,122195.81,0,24631.08,0
Agriculture and Rural Development,2013,"Manager, Business Services",Senior Manager,127827.7,0,32661.08,0
Agriculture and Rural Development,2013,Executive Director,Executive Manager 1,138474.59,9716.52,35432.41,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,121710.48,2547.81,31374.25,0
Agriculture and Rural Development,2013,Veterinary Pathologist,Veterinarian Level 3,102391.71,0,22271.87,0
Agriculture and Rural Development,2013,"Mgr, Organizat Effectiveness",Manager,102739.78,0,26074.1,0
Agriculture and Rural Development,2013,"Mgr, Local Food Policy & Plang",Senior Manager,114040.68,0,29482.53,0
Agriculture and Rural Development,2013,Retail Market Dev Manager,Manager,102739.78,0,27134.64,0
Agriculture and Rural Development,2013,Executive Director,Executive Manager 1,157192.19,603.41,41417.82,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,122254.91,0,31427.53,0
Agriculture and Rural Development,2013,"Sen Man, Leg Plg & Pol. Implem",Senior Manager,113210.76,819.38,29587.95,0
Agriculture and Rural Development,2013,Veterinary Epidemiologist,Veterinarian Level 3,119368.81,0,24115.78,0
Agriculture and Rural Development,2013,Manager Cross Govt Coord,Manager,102344.63,0,26537.16,0
Agriculture and Rural Development,2013,Project Manager,Engineering & Related Level 2,102982.38,0,22127.12,0
Agriculture and Rural Development,2013,GIS Engineer,Engineering & Related Level 2,103582,0,22238.75,0
Agriculture and Rural Development,2013,Beef Research Scientist,Scientific 5,120281.46,0,24592.13,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,127405.95,2464.41,15436.5,0
Agriculture and Rural Development,2013,"Acting Section Head, Biology",Scientific 4,103259.84,0,22455.45,0
Agriculture and Rural Development,2013,Branch Head,Senior Manager,127036.7,0,6867.81,0
Agriculture and Rural Development,2013,"Mgr, Productivity Improvement",Manager,104162.32,0,27658.21,0
Agriculture and Rural Development,2013,Executive Programs Advisor,Senior Manager,106622.17,8392.52,26888.29,0
Agriculture and Rural Development,2013,Manager Extension Programming,Manager,102739.78,0,25822.81,0
Agriculture and Rural Development,2013,Water Quality Engineer,Engineering & Related Level 2,103796.68,0,22531.69,0
Agriculture and Rural Development,2013,"Scientist, Residue Chemist",Scientific 4,112101.08,0,24135.1,0
Agriculture and Rural Development,2013,"Director, Info.Management",Senior Manager,127288.84,9789.58,10645.63,0
Agriculture and Rural Development,2013,Dir HR Consulting Services,Senior Manager,114040.68,0,28751.8,0
Agriculture and Rural Development,2013,Strategic Priorities Advisor,Manager,101200.06,0,25822.82,0
Agriculture and Rural Development,2013,"Manager,Agro-Meteorlogical App",Manager,100933.78,0,27006.37,0
Agriculture and Rural Development,2013,Senior Manager,Senior Manager,110153.05,150,28944.72,0
Agriculture and Rural Development,2013,Executive Director,Executive Manager 1,118251.4,2193.09,29343.36,0
Agriculture and Rural Development,2013,Cereal Pathologist,Scientific 4,112101.08,0,23980.92,0
Agriculture and Rural Development,2013,Livestock Environment Engineer,Engineering & Related Level 2,103796.68,0,22277.15,0
Agriculture and Rural Development,2013,Bio-Statistician,Scientific 5,120281.46,0,25669.31,0
Agriculture and Rural Development,2013,Process Engineer,Engineering & Related Level 4,116589.2,150,24911.77,0
Agriculture and Rural Development,2013,"Mgr, Learning and Development",Manager,102089.34,0,25937,0
Agriculture and Rural Development,2013,Man. Ag Societies & AOF Prog.,Manager,102739.78,0,28113.46,0
Agriculture and Rural Development,2013,"Director, Fin Oper. & Rpting",Senior Manager,119077.96,7199.04,30808.58,0
Agriculture and Rural Development,2013,Greenhouse Manager,Senior Manager,114040.68,2229.39,29762.95,0
Culture,2013,Dir. Legal & Leg. Services,Senior Manager,113686.55,0,29516.39,0
Culture,2013,Executive Director Arts Branch,Executive Manager 1,157304.68,0,42144.25,0
Culture,2013,Senior Financial Officer,Executive Manager 1,157304.68,0,41133.11,0
Culture,2013,"Direct, Plan & Perform Measure",Senior Manager,104400.74,0,26166.76,0
Culture,2013,Dir Strat Plang for Cultr Ind,Senior Manager,114040.68,0,29762.94,0
Culture,2013,Director,Senior Manager,114040.68,0,28170.7,0
Culture,2013,"Co-Director, Financial Support",Senior Manager,114040.68,0,29762.94,0
Culture,2013,Director of Pres and Research,Senior Manager,111439.97,0,27286.35,0
Culture,2013,Alberta Film Commissioner,Senior Manager,126731.36,0,32428.94,0
Culture,2013,"Manager, Policy",Manager,102739.78,0,26074.1,0
Culture,2013,"Director, Southern Operations",Senior Manager,127827.7,1100,28104.06,0
Culture,2013,"Exec Dir, Pol, Plng & Leg Serv",Executive Manager 1,125843.64,0,36306.58,0
Culture,2013,Manager Central Region,Senior Manager,114040.68,0,29482.53,0
Culture,2013,Deputy Minister,Senior Official,274104.74,0,91428.15,0
Culture,2013,"Manager, Contracts",Manager,102739.78,0,26074.1,0
Culture,2013,"Manager, Consulting Services",Manager,102739.78,0,27385.93,0
Culture,2013,Executive Director,Executive Manager 1,157304.68,0,41684.35,0
Culture,2013,"Mgr, Franks Slide Interp Ctr",Manager,102739.78,0,27385.93,0
Culture,2013,Manager South Region,Senior Manager,102567.14,0,26038.52,0
Culture,2013,"ADM, Pol. & Strategic Corp Ser",Executive Manager 2,192151.96,29911.84,44010.7,0
Culture,2013,Executive Assistant,Manager,101860.86,0,27200.02,0
Culture,2013,Director UCHV,Senior Manager,100766.82,0,26970.83,0
Culture,2013,Dir Policy & Program Coord,Senior Manager,114040.68,0,29419.74,0
Culture,2013,"Director,Community Development",Senior Manager,127827.7,0,30590.86,0
Culture,2013,"Dir, Policy & Program Coord",Senior Manager,127827.7,50147.83,32348.05,0
Culture,2013,Systems & Operations Manager,Manager,102739.78,0,27422.06,0
Culture,2013,Exec Director Prov Archivist,Executive Manager 1,156060.29,NULL,41700.3,0
Culture,2013,"ADM, Heritage Division",Executive Manager 2,178208.11,0,49518,0
Culture,2013,Executive Assistant,Manager,102739.78,0,27385.93,0
Culture,2013,Director Visitor Experience,Senior Manager,113171.7,1950,29579.89,0
Culture,2013,"ADM, Community and Voluntary",Executive Manager 2,186097.58,0,52298.06,0
Culture,2013,Director - Op's and Finance,Senior Manager,114040.68,600,29762.94,0
Culture,2013,Executive Assistant to the DM,Senior Manager,114040.68,0,28751.8,0
Culture,2013,"Dir, Pol Coord & Prog Evaluat",Senior Manager,113641.4,0,29678.72,0
